time,low,high,open,close,volume,pred_low6,pred_future_returns6,pred_signals6,future_returns6,signals6,retClose,signals_compare,pred_lowVol,pred_RetLowVol
2021-12-22 01:00:00,48615.49,48867.64,48666.46,48840.43,282.88128737,48939.35307886203,-0.0036589259601609303,0,0.0026610860036586637,1,,0,48939.35307886203,
2021-12-22 02:00:00,48744.86,49595.0,48840.43,49354.17,817.05604902,48760.2876094083,0.0026827199339580776,1,0.008787388044606104,1,0.0026610860036586637,0,48760.2876094083,-0.0036589259601609303
2021-12-22 03:00:00,49173.2,49452.07,49353.93,49273.18,339.20659835,48891.09780496359,0.003148076878444428,1,-0.001559386007011998,0,0.008787388044606104,0,48891.09780496359,0.0026827199339580776
2021-12-22 04:00:00,49096.52,49345.99,49273.19,49335.85,402.22080232,49045.010739525154,0.0022938891272810125,1,-0.002984325569307056,0,-0.001559386007011998,0,49045.010739525154,0.003148076878444428
2021-12-22 05:00:00,48950.0,49354.55,49339.0,48993.53,344.84196078,49157.51455640793,-0.0009579123777925247,0,8.702757916245751e-05,1,-0.002984325569307056,0,49157.51455640793,0.0022938891272810125
2021-12-22 06:00:00,48954.26,49240.95,48998.06,49084.63,314.85770634,49110.42596475283,-0.0024235555156230104,0,0.0026226522472201363,1,8.702757916245751e-05,0,49110.42596475283,-0.0009579123777925247
2021-12-22 07:00:00,49082.65,49325.11,49082.65,49230.36,336.62985423,48991.40412103136,-0.00046511756448297525,0,0.0011994054925721365,1,0.0026226522472201363,0,48991.40412103136,-0.0024235555156230104
2021-12-22 08:00:00,49141.52,49555.0,49230.36,49290.61,351.70520657,48968.617358465985,0.002655340571721787,1,-0.005883822885413337,0,0.0011994054925721365,0,48968.617358465985,-0.00046511756448297525
2021-12-22 09:00:00,48852.38,49348.35,49286.19,48955.31,402.93728483,49098.645714879036,-0.0040058779353393525,0,0.000526893469673384,1,-0.005883822885413337,0,49098.645714879036,0.002655340571721787
2021-12-22 10:00:00,48878.12,49167.05,48955.32,49102.12,242.34476845,48901.96253335476,-0.0027895966710606013,0,0.0007717154424105033,1,0.000526893469673384,0,48901.96253335476,-0.0040058779353393525
2021-12-22 11:00:00,48915.84,49245.0,49098.67,49002.0,172.49697961,48765.545781463385,-0.001911868379066206,0,-0.007991072012665024,0,0.0007717154424105033,0,48765.545781463385,-0.0027895966710606013
2021-12-22 12:00:00,48524.95,49142.58,49007.92,48584.34,444.77081169,48672.3124764959,-0.008100742793381355,0,-0.001544566248908974,0,-0.007991072012665024,0,48672.3124764959,-0.001911868379066206
2021-12-22 13:00:00,48450.0,48789.63,48584.95,48583.41,440.90229119,48278.03059196472,-0.0040065054689104596,0,0.0020561403508772003,1,-0.001544566248908974,0,48278.03059196472,-0.008100742793381355
2021-12-22 14:00:00,48549.62,48965.53,48584.35,48835.37,419.88903635,48084.60439836979,-0.00023024684325234634,0,0.002279317531218572,1,0.0020561403508772003,0,48084.60439836979,-0.0040065054689104596
2021-12-22 15:00:00,48660.28,48936.0,48835.33,48913.03,516.03876865,48073.533069998026,0.0012264121092016023,1,0.002871335717755885,1,0.002279317531218572,0,48073.533069998026,-0.00023024684325234634
2021-12-22 16:00:00,48800.0,49287.21,48913.03,49017.93,651.77495184,48132.49103308717,0.004891812290655162,1,-0.00202868852459015,0,0.002871335717755885,0,48132.49103308717,0.0012264121092016023
2021-12-22 17:00:00,48701.0,49121.07,49017.93,48716.48,690.3701747,48367.94614430268,0.001889727997329782,1,-0.003572411244122331,0,-0.00202868852459015,0,48367.94614430268,0.004891812290655162
2021-12-22 18:00:00,48527.02,48850.28,48716.49,48575.51,725.12151945,48459.34840630491,-0.0034505685164757383,0,-0.00040925653378243165,0,-0.003572411244122331,0,48459.34840630491,0.001889727997329782
2021-12-22 19:00:00,48507.16,48981.97,48575.36,48948.25,538.97059907,48292.136104365185,0.000780464917656154,1,0.00785121206848638,1,-0.00040925653378243165,0,48292.136104365185,-0.0034505685164757383
2021-12-22 20:00:00,48888.0,49164.29,48947.02,48976.14,439.79468875,48329.82642239332,0.003044574289924773,1,-0.0005052364588445935,0,0.00785121206848638,0,48329.82642239332,0.000780464917656154
2021-12-22 21:00:00,48863.3,49161.63,48982.25,49067.35,475.58065897,48476.97016935547,0.0032078948033029686,1,-0.0007938473250885814,0,-0.0005052364588445935,0,48476.97016935547,0.003044574289924773
2021-12-22 22:00:00,48824.51,49098.04,49067.35,49000.13,328.44758412,48632.47919004162,0.0024896055599845646,1,-0.005054428605632655,0,-0.0007938473250885814,0,48632.47919004162,0.0032078948033029686
2021-12-22 23:00:00,48577.73,49015.79,49000.13,48608.62,484.97478426,48753.55488062898,-0.0032977973826715523,0,-0.011230866489644553,0,-0.005054428605632655,0,48753.55488062898,0.0024896055599845646
2021-12-23 00:00:00,48032.16,48683.41,48608.61,48307.67,1205.28415466,48592.77553494771,-0.008944159676047558,0,0.00147505338090137,1,-0.011230866489644553,0,48592.77553494771,-0.0032977973826715523
2021-12-23 01:00:00,48103.01,48500.0,48307.67,48487.43,664.94988191,48158.1539914608,-0.00406518304369341,0,0.004762903610397773,1,0.00147505338090137,0,48158.1539914608,-0.008944159676047558
2021-12-23 02:00:00,48332.12,48748.03,48487.41,48363.61,342.09636951,47962.38228043914,-0.002399427638670515,0,-0.00228150554951867,0,0.004762903610397773,0,47962.38228043914,-0.00406518304369341
2021-12-23 03:00:00,48221.85,48573.95,48363.6,48543.98,215.97650573,47847.30001477897,-0.00025581456218715104,0,0.00298930878844339,1,-0.00228150554951867,0,47847.30001477897,-0.002399427638670515
2021-12-23 04:00:00,48366.0,48603.69,48543.98,48383.4,181.97600409,47835.05997867385,0.0002426689383996372,1,-0.002122358681718617,0,0.00298930878844339,0,47835.05997867385,-0.00025581456218715104
2021-12-23 05:00:00,48263.35,48586.48,48386.0,48396.21,221.25835488,47846.66806189716,0.00021213034951528265,1,0.0007593753852561669,1,-0.002122358681718617,0,47846.66806189716,0.0002426689383996372
2021-12-23 06:00:00,48300.0,48527.01,48395.6,48499.98,266.04523628,47856.81779231627,0.0013496687363463433,1,-0.005174948240165622,0,0.0007593753852561669,0,47856.81779231627,0.00021213034951528265
2021-12-23 07:00:00,48050.05,48535.66,48499.11,48147.79,314.33869049,47921.40864311159,-0.00648835153443994,0,0.0007103010298636914,1,-0.005174948240165622,0,47921.40864311159,0.0013496687363463433
