time,low,high,open,close,volume,pred_close6,pred_future_returns6,pred_signals6,future_returns6,signals6,retClose,pred_open6,retOpen,signals_compare
2021-12-22 01:00:00,48615.49,48867.64,48666.46,48840.43,282.88128737,49434.36327126423,-0.001562035488077873,0,0.003574741207805099,1,,49429.742273351556,,0
2021-12-22 02:00:00,48744.86,49595.0,48840.43,49354.17,817.05604902,49357.16617142359,0.001970793027642692,1,0.01051383044743881,1,0.010518744409088843,49352.53126175404,0.003574741207805099,0
2021-12-22 03:00:00,49173.2,49452.07,49353.93,49273.18,339.20659835,49454.41227112611,0.0021554837051265263,1,-0.0016359386172488666,0,-0.0016409960900972687,49449.794886261225,0.01051383044743881,0
2021-12-22 04:00:00,49096.52,49345.99,49273.19,49335.85,402.22080232,49560.9812933286,0.0023656626383135038,1,0.0013356147633225568,1,0.0012718886826463827,49556.38311336041,-0.0016359386172488666,0
2021-12-22 05:00:00,48950.0,49354.55,49339.0,48993.53,344.84196078,49678.193854371704,-0.00019151607394563008,0,-0.00691015221224589,0,-0.006938564958341664,49673.61679738164,0.0013356147633225568,0
2021-12-22 06:00:00,48954.26,49240.95,48998.06,49084.63,314.85770634,49668.68227239449,-0.0009979740455531294,0,0.0017263948817565211,1,0.0018594291940179364,49664.103501313926,-0.00691015221224589,0
2021-12-22 07:00:00,49082.65,49325.11,49082.65,49230.36,336.62985423,49619.127716374394,0.0001514936974933434,1,0.0030094137133998,1,0.002968953825260634,49614.54001502395,0.0017263948817565211,0
2021-12-22 08:00:00,49141.52,49555.0,49230.36,49290.61,351.70520657,49626.642652217546,0.001736368154965362,1,0.001134056301842934,1,0.001223838298155755,49622.05630514026,0.0030094137133998,0
2021-12-22 09:00:00,48852.38,49348.35,49286.19,48955.31,402.93728483,49712.789286009465,-0.00206891090773631,0,-0.006713239550470429,0,-0.006802512689536688,49708.2184634924,0.001134056301842934,0
2021-12-22 10:00:00,48878.12,49167.05,48955.32,49102.12,242.34476845,49609.965940511225,-0.0014694116291366077,0,0.0029281802263778633,1,0.0029988575294488395,49605.37658810914,-0.006713239550470429,0
2021-12-22 11:00:00,48915.84,49245.0,49098.67,49002.0,172.49697961,49537.088356618086,-0.001589271324045849,0,-0.001848318905583346,0,-0.0020390158306811124,49532.48587088287,0.0029281802263778633,0
2021-12-22 12:00:00,48524.95,49142.58,49007.92,48584.34,444.77081169,49458.38198095957,-0.005274048501175299,0,-0.008630645822144678,0,-0.008523325578547847,49453.76531147957,-0.001848318905583346,0
2021-12-22 13:00:00,48450.0,48789.63,48584.95,48583.41,440.90229119,49197.60741855303,-0.003580144393624307,0,-1.2349503292652386e-05,0,-1.9141970437286382e-05,49192.943754661086,-0.008630645822144678,0
2021-12-22 14:00:00,48549.62,48965.53,48584.35,48835.37,419.88903635,49021.521309395626,-0.0018263781716013616,0,0.0051658610231484214,1,0.0051861324678526,49016.82591287196,-1.2349503292652386e-05,0
2021-12-22 15:00:00,48660.28,48936.0,48835.33,48913.03,516.03876865,48932.01417866547,-0.00029149536353689776,0,0.0015910612255511936,1,0.001590240843880153,48927.302651983504,0.0051658610231484214,0
2021-12-22 16:00:00,48800.0,49287.21,48913.03,49017.93,651.77495184,48917.75466651122,0.0021531778851728856,1,0.0021446228131849487,1,0.0021446228131849487,48913.04057011008,0.0015910612255511936,0
2021-12-22 17:00:00,48701.0,49121.07,49017.93,48716.48,690.3701747,49023.05416764815,0.0005475033503596904,1,-0.00614958648804631,0,-0.006149790495028951,49018.35904736221,0.0021446228131849487,0
2021-12-22 18:00:00,48527.02,48850.28,48716.49,48575.51,725.12151945,49049.887047878896,-0.0027801830126802374,0,-0.002896965688619968,0,-0.0028936819737387376,49045.19676316977,-0.00614958648804631,0
2021-12-22 19:00:00,48507.16,48981.97,48575.36,48948.25,538.97059907,48913.55699314276,2.057634488616955e-05,1,0.007651204231939657,1,0.007673414031062142,48908.84214027524,-0.002896965688619968,0
2021-12-22 20:00:00,48888.0,49164.29,48947.02,48976.14,439.79468875,48914.56317702134,0.0015910974304249592,1,0.0007197578116093784,1,0.0005697854366601973,48909.8485054791,0.007651204231939657,0
2021-12-22 21:00:00,48863.3,49161.63,48982.25,49067.35,475.58065897,48992.36948975721,0.0025955896218465835,1,0.0017373640451388006,1,0.0018623354147551119,48987.66883975864,0.0007197578116093784,0
2021-12-22 22:00:00,48824.51,49098.04,49067.35,49000.13,328.44758412,49119.498464572425,0.002137448531678743,1,-0.0013699537472474654,0,-0.0013699537472474654,49114.82072459758,0.0017373640451388006,0
2021-12-22 23:00:00,48577.73,49015.79,49000.13,48608.62,484.97478426,49224.459950812656,-0.0016809134735151776,0,-0.007990182883188202,0,-0.007989978802096953,49219.801126039034,-0.0013699537472474654,0
2021-12-23 00:00:00,48032.16,48683.41,48608.61,48307.67,1205.28415466,49141.740630857144,-0.005604532035969889,0,-0.006191084254415058,0,-0.0061912887055836086,49137.066899162535,-0.007990182883188202,0
2021-12-23 01:00:00,48103.01,48500.0,48307.67,48487.43,664.94988191,48866.39998464584,-0.0033875530926689157,0,0.0037207342022500534,1,0.0037211482151799924,48861.676633572584,-0.006191084254415058,0
2021-12-23 02:00:00,48332.12,48748.03,48487.41,48363.61,342.09636951,48700.90828425685,-0.002824530696374561,0,-0.002553446348237731,0,-0.0025536515340160992,48696.15510977954,0.0037207342022500534,0
2021-12-23 03:00:00,48221.85,48573.95,48363.6,48543.98,215.97650573,48563.38928177356,-0.0012421898559381583,0,0.0037296644583943994,1,0.003729456920192664,48558.61132487655,-0.002553446348237731,0
2021-12-23 04:00:00,48366.0,48603.69,48543.98,48383.4,181.97600409,48503.08113555113,-0.0007434120057590032,0,-0.0032543685128414435,0,-0.0033079281921259973,48498.292310470344,0.0037296644583943994,0
2021-12-23 05:00:00,48263.35,48586.48,48386.0,48396.21,221.25835488,48467.03341897924,-0.0007313108176072447,0,0.00019840449716856945,1,0.00026476022768129326,48462.23809770793,-0.0032543685128414435,0
2021-12-23 06:00:00,48300.0,48527.01,48395.6,48499.98,266.04523628,48431.598845708366,0.00020724340309508094,1,0.0021388308028003067,1,0.0021441761658609337,48426.79713874162,0.00019840449716856945,0
2021-12-23 07:00:00,48050.05,48535.66,48499.11,48147.79,314.33869049,48441.633171653746,-0.004543355061612742,0,-0.007243844268482458,0,-0.007261652479031988,48436.83327298165,0.0021388308028003067,0
2021-12-23 08:00:00,48084.18,48374.16,48147.79,48364.88,259.42846843,48221.60709112683,-0.0016343915690402167,0,0.0045090335402724335,1,0.004508825846419873,48216.76754136235,-0.007243844268482458,0
2021-12-23 09:00:00,48174.0,48443.69,48364.89,48394.78,221.4653218,48142.816211744146,-0.00046866677642409815,0,0.0006178035347541577,1,0.0006182171856934371,48137.96246300638,0.0045090335402724335,0
2021-12-23 10:00:00,48236.1,48485.86,48394.77,48451.27,170.08766747,48120.25961299737,0.0008586857307679718,1,0.0012596402462499157,1,0.001167274652348782,48115.401799315216,0.0006178035347541577,0
2021-12-23 11:00:00,48250.0,48567.74,48455.73,48382.45,208.77123207,48161.568177700035,0.0020088741662176446,1,-0.001512101871130711,0,-0.0014203962042687035,48156.717808270456,0.0012596402462499157,0
2021-12-23 12:00:00,48348.75,48813.7,48382.46,48641.48,341.57935711,48258.291533434385,0.004575448077956068,1,0.00536640757828355,1,0.005353800810004472,48253.45859460533,-0.001512101871130711,0
2021-12-23 13:00:00,48595.65,48887.84,48642.1,48625.95,458.8907237,48479.03294781248,0.003970223920503724,1,-0.000331400165699991,0,-0.0003192748246970689,48474.23978898674,0.00536640757828355,0
2021-12-23 14:00:00,48474.86,48725.49,48625.98,48609.46,335.60587332,48671.451858170825,0.002352447379115663,1,-0.00033994173485052404,0,-0.00033911933854247067,48666.69337532521,-0.000331400165699991,0
2021-12-23 15:00:00,48579.07,48861.28,48609.45,48836.56,483.48328091,48785.91706557671,0.004693691543317335,1,0.004703406436402879,1,0.004671930114014788,48781.17921060622,-0.00033994173485052404,0
2021-12-23 16:00:00,48679.15,49169.0,48838.08,49094.48,1215.611845,49014.839619576924,0.0045735062128309245,1,0.005250001638066104,1,0.0052812892636173725,49010.14301894009,0.004703406436402879,0
2021-12-23 17:00:00,49030.31,50189.28,49094.48,50066.34,1856.19491538,49238.94742650191,0.006650692820529658,1,0.019795911882557693,1,0.019795708193670603,49234.291212528944,0.005250001638066104,0
2021-12-23 18:00:00,50066.34,50870.26,50066.35,50598.63,2255.94027388,49566.33057558934,0.00597467196835666,1,0.010601332032392996,1,0.010631693868575098,49561.733359619975,0.019795911882557693,0
2021-12-23 19:00:00,50519.91,51397.82,50597.12,51147.43,2522.39372583,49862.39232105016,0.005921919901315409,1,0.010887576209871241,1,0.010846143462777569,49857.84845862687,0.010601332032392996,0
2021-12-23 20:00:00,50734.84,51207.01,51148.0,50953.4,1047.25883437,50157.59330764611,0.004183810473486371,1,-0.0036881207476342492,0,-0.0037935434879132757,50153.102643650775,0.010887576209871241,0
2021-12-23 21:00:00,50655.0,51012.03,50959.36,50852.9,642.28636511,50367.38657673597,0.003537562408512551,1,-0.0021040295639506157,0,-0.0019723904587328756,50362.93371976912,-0.0036881207476342492,0
2021-12-23 22:00:00,50740.66,51000.0,50852.14,50774.88,494.35593341,50545.51649689674,0.0027601982748037823,1,-0.0015454610169797212,0,-0.0015342291196766,50541.09574087858,-0.0021040295639506157,0
2021-12-23 23:00:00,50556.0,50870.6,50773.55,50842.2,701.7672642,50684.99480665922,0.001899214487100176,1,0.0013493245991267333,1,0.001325852468779809,50680.599186149244,-0.0015454610169797212,0
2021-12-24 00:00:00,50661.11,50999.75,50842.06,50905.91,846.8053079,50781.230792077375,0.0018026335948304606,1,0.0012306739734777583,1,0.0012530929031395743,50776.8525143385,0.0013493245991267333,0
2021-12-24 01:00:00,50874.89,51375.0,50904.63,51366.83,679.18535397,50872.74636015892,0.005423904136957924,1,0.009079527736475024,1,0.009054351449566456,50868.38457452059,0.0012306739734777583,0
2021-12-24 02:00:00,51050.04,51527.62,51366.82,51085.29,554.67505542,51148.60188952684,0.003022568707909956,1,-0.005480775333182031,0,-0.005480968944355791,51144.289816054705,0.009079527736475024,0
2021-12-24 03:00:00,50895.57,51185.43,51085.29,51062.83,475.38912285,51303.1611662507,0.0016360076367807341,1,-0.0004373078825627985,0,-0.00043965689536062946,51298.87694604099,-0.005480775333182031,0
2021-12-24 04:00:00,50961.29,51129.81,51062.95,50984.91,239.96917257,51387.07139915625,0.0007155645142218336,1,-0.0015361431331326614,0,-0.0015259632104213106,51382.80230048299,-0.0004373078825627985,0
2021-12-24 05:00:00,50857.79,51044.63,50984.51,51029.0,348.16070197,51423.83248437643,-0.0008832466107537851,0,0.0008726179774993792,1,0.0008647656728235642,51419.57001045049,-0.0015361431331326614,0
2021-12-24 06:00:00,50764.18,51029.0,51029.0,50917.45,370.67826506,51378.42450644969,-0.0018441150300383402,0,-0.0021650434066903257,0,-0.002186011875600191,51374.15384951234,0.0008726179774993792,0
2021-12-24 07:00:00,50850.0,51105.69,50918.52,51025.64,312.83845029,51283.70172725518,-0.0002914638557071081,0,0.0021310517273480656,1,0.002124811827772355,51279.41400024295,-0.0021650434066903257,0
2021-12-24 08:00:00,50920.89,51214.2,51027.03,51099.31,404.50168831,51268.758324495946,0.0023132965819301354,1,0.0013618272511646268,1,0.001443783948618771,51264.46790452004,0.0021310517273480656,0
