time,low,high,open,close,volume,pred_close6,pred_future_returns6,pred_signals6,future_returns6,signals6,retClose,signals_compare,pred_close12,pred_RetClose12,pred_close24,pred_RetClose24,pred_closeVol,pred_RetCloseVol,signals_backtesting,pred_signals_backtesting
2021-12-22 01:00:00,48615.49,48867.64,48666.46,48840.43,282.88128737,49343.23288294871,-0.00206527937061296,0,0.010518744409088843,1,,0,49343.23288294871,,49343.23288294871,,49343.23288294871,,True,False
2021-12-22 02:00:00,48744.86,49595.0,48840.43,49354.17,817.05604902,49241.325321996206,0.002381966130920121,1,-0.0016409960900972687,0,0.010518744409088843,0,49241.325321996206,-0.00206527937061296,49241.325321996206,-0.00206527937061296,49241.325321996206,-0.00206527937061296,False,True
2021-12-22 03:00:00,49173.2,49452.07,49353.93,49273.18,339.20659835,49358.616491154826,0.002344374390301107,1,0.0012718886826463827,1,-0.0016409960900972687,0,49358.616491154826,0.002381966130920121,49358.616491154826,0.002381966130920121,49358.616491154826,0.002381966130920121,True,True
2021-12-22 04:00:00,49096.52,49345.99,49273.19,49335.85,402.22080232,49474.331567597386,0.00217269570207157,1,-0.006938564958341664,0,0.0012718886826463827,0,49474.331567597386,0.002344374390301107,49474.331567597386,0.002344374390301107,49474.331567597386,0.002344374390301107,False,True
2021-12-22 05:00:00,48950.0,49354.55,49339.0,48993.53,344.84196078,49581.82423515717,-0.0005200184197811097,0,0.0018594291940179364,1,-0.006938564958341664,0,49581.82423515717,0.00217269570207157,49581.82423515717,0.00217269570207157,49581.82423515717,0.00217269570207157,True,False
2021-12-22 06:00:00,48954.26,49240.95,48998.06,49084.63,314.85770634,49556.040773268534,-0.001293029151673064,0,0.002968953825260634,1,0.0018594291940179364,0,49556.040773268534,-0.0005200184197811097,49556.040773268534,-0.0005200184197811097,49556.040773268534,-0.0005200184197811097,True,False
2021-12-22 07:00:00,49082.65,49325.11,49082.65,49230.36,336.62985423,49491.9633679072,-0.00012912883943982933,0,0.001223838298155755,1,0.002968953825260634,0,49491.9633679072,-0.001293029151673064,49491.9633679072,-0.001293029151673064,49491.9633679072,-0.001293029151673064,True,False
2021-12-22 08:00:00,49141.52,49555.0,49230.36,49290.61,351.70520657,49485.5725281159,0.0020729205523866145,1,-0.006802512689536688,0,0.001223838298155755,0,49485.5725281159,-0.00012912883943982933,49485.5725281159,-0.00012912883943982933,49485.5725281159,-0.00012912883943982933,False,True
2021-12-22 09:00:00,48852.38,49348.35,49286.19,48955.31,402.93728483,49588.15218845606,-0.003086105703259401,0,0.0029988575294488395,1,-0.006802512689536688,0,49588.15218845606,0.0020729205523866145,49588.15218845606,0.0020729205523866145,49588.15218845606,0.0020729205523866145,True,False
2021-12-22 10:00:00,48878.12,49167.05,48955.32,49102.12,242.34476845,49435.11790917317,-0.0018793710960057775,0,-0.0020390158306811124,0,0.0029988575294488395,0,49435.11790917317,-0.003086105703259401,49435.11790917317,-0.003086105703259401,49435.11790917317,-0.003086105703259401,False,False
2021-12-22 11:00:00,48915.84,49245.0,49098.67,49002.0,172.49697961,49342.21097744703,-0.0019134180505487874,0,-0.008523325578547847,0,-0.0020390158306811124,0,49342.21097744703,-0.0018793710960057775,49342.21097744703,-0.0018793710960057775,49342.21097744703,-0.0018793710960057775,False,False
2021-12-22 12:00:00,48524.95,49142.58,49007.92,48584.34,444.77081169,49247.7987003088,-0.006195394466526505,0,-1.9141970437286382e-05,0,-0.008523325578547847,0,49247.7987003088,-0.0019134180505487874,49247.7987003088,-0.0019134180505487874,49247.7987003088,-0.0019134180505487874,False,False
2021-12-22 13:00:00,48450.0,48789.63,48584.95,48583.41,440.90229119,48942.68916075229,-0.003759137422067349,0,0.0051861324678526,1,-1.9141970437286382e-05,0,48942.68916075229,-0.006195394466526505,48942.68916075229,-0.006195394466526505,48942.68916075229,-0.006195394466526505,True,False
2021-12-22 14:00:00,48549.62,48965.53,48584.35,48835.37,419.88903635,48758.7068663915,-0.0012762469196400117,0,0.001590240843880153,1,0.0051861324678526,0,48758.7068663915,-0.003759137422067349,48758.7068663915,-0.003759137422067349,48758.7068663915,-0.003759137422067349,True,False
2021-12-22 15:00:00,48660.28,48936.0,48835.33,48913.03,516.03876865,48696.47871694763,5.064698083390162e-05,1,0.0021446228131849487,1,0.001590240843880153,0,48696.47871694763,-0.0012762469196400117,48696.47871694763,-0.0012762469196400117,48696.47871694763,-0.0012762469196400117,True,True
2021-12-22 16:00:00,48800.0,49287.21,48913.03,49017.93,651.77495184,48698.945046571884,0.0029565846784513905,1,-0.006149790495028951,0,0.0021446228131849487,0,48698.945046571884,5.064698083390162e-05,48698.945046571884,5.064698083390162e-05,48698.945046571884,5.064698083390162e-05,False,True
2021-12-22 17:00:00,48701.0,49121.07,49017.93,48716.48,690.3701747,48842.92760135332,0.0009796456163311262,1,-0.0028936819737387376,0,-0.006149790495028951,0,48842.92760135332,0.0029565846784513905,48842.92760135332,0.0029565846784513905,48842.92760135332,0.0029565846784513905,False,True
2021-12-22 18:00:00,48527.02,48850.28,48716.49,48575.51,725.12151945,48890.77636126677,-0.0025176224809411174,0,0.007673414031062142,1,-0.0028936819737387376,0,48890.77636126677,0.0009796456163311262,48890.77636126677,0.0009796456163311262,48890.77636126677,0.0009796456163311262,True,False
2021-12-22 19:00:00,48507.16,48981.97,48575.36,48948.25,538.97059907,48767.68784358898,0.0006542255804011798,1,0.0005697854366601973,1,0.007673414031062142,0,48767.68784358898,-0.0025176224809411174,48767.68784358898,-0.0025176224809411174,48767.68784358898,-0.0025176224809411174,True,True
2021-12-22 20:00:00,48888.0,49164.29,48947.02,48976.14,439.79468875,48799.59291247328,0.002232174991012359,1,0.0018623354147551119,1,0.0005697854366601973,0,48799.59291247328,0.0006542255804011798,48799.59291247328,0.0006542255804011798,48799.59291247328,0.0006542255804011798,True,True
2021-12-22 21:00:00,48863.3,49161.63,48982.25,49067.35,475.58065897,48908.52214334408,0.002724767226466307,1,-0.0013699537472474654,0,0.0018623354147551119,0,48908.52214334408,0.002232174991012359,48908.52214334408,0.002232174991012359,48908.52214334408,0.002232174991012359,False,True
2021-12-22 22:00:00,48824.51,49098.04,49067.35,49000.13,328.44758412,49041.78648157517,0.002152828588058764,1,-0.007989978802096953,0,-0.0013699537472474654,0,49041.78648157517,0.002724767226466307,49041.78648157517,0.002724767226466307,49041.78648157517,0.002724767226466307,False,True
2021-12-22 23:00:00,48577.73,49015.79,49000.13,48608.62,484.97478426,49147.36504152218,-0.0018733406199523683,0,-0.0061912887055836086,0,-0.007989978802096953,0,49147.36504152218,0.002152828588058764,49147.36504152218,0.002152828588058764,49147.36504152218,0.002152828588058764,False,False
2021-12-23 00:00:00,48032.16,48683.41,48608.61,48307.67,1205.28415466,49055.29528622627,-0.006104370969436501,0,0.0037211482151799924,1,-0.0061912887055836086,0,49055.29528622627,-0.0018733406199523683,49055.29528622627,-0.0018733406199523683,49055.29528622627,-0.0018733406199523683,True,False
2021-12-23 01:00:00,48103.01,48500.0,48307.67,48487.43,664.94988191,48755.84356578389,-0.0029353589198963803,0,-0.0025536515340160992,0,0.0037211482151799924,0,48755.84356578389,-0.006104370969436501,48755.84356578389,-0.006104370969436501,48755.84356578389,-0.006104370969436501,False,False
