time,low,high,open,close,volume,pred_high6,pred_future_returns6,pred_signals6,future_returns6,signals6,retOpen,signals_compare,signals_backtesting,pred_signals_backtesting
2021-12-22 20:00:00,48888.0,49164.29,48947.02,48976.14,439.79468875,49146.808199846746,0.001009758027691765,1,-5.410431026264817e-05,0,0.003722185939030176,0,False,True
2021-12-22 21:00:00,48863.3,49161.63,48982.25,49067.35,475.58065897,49196.434583961964,0.0019346158667161717,1,-0.0012934884380358946,0,-5.410431026264817e-05,0,False,True
2021-12-22 22:00:00,48824.51,49098.04,49067.35,49000.13,328.44758412,49291.610786893965,0.0014853048502949662,1,-0.0016752196218016158,0,-0.0012934884380358946,0,False,True
2021-12-22 23:00:00,48577.73,49015.79,49000.13,48608.62,484.97478426,49364.82385547459,-0.0013109334722714028,0,-0.0067810801376453345,0,-0.0016752196218016158,0,False,False
2021-12-23 00:00:00,48032.16,48683.41,48608.61,48307.67,1205.28415466,49300.10985552967,-0.004495414290161093,0,-0.0037674024888560975,0,-0.0067810801376453345,0,False,False
2021-12-23 01:00:00,48103.01,48500.0,48307.67,48487.43,664.94988191,49078.48543717861,-0.002813380438099311,0,0.005114020618556703,1,-0.0037674024888560975,0,True,False
2021-12-23 02:00:00,48332.12,48748.03,48487.41,48363.61,342.09636951,48940.408986318114,-0.0026011082509023176,0,-0.003571016100548108,0,0.005114020618556703,0,False,False
2021-12-23 03:00:00,48221.85,48573.95,48363.6,48543.98,215.97650573,48813.10968470127,-0.0013832516680958307,0,0.0006122623340290012,1,-0.003571016100548108,0,True,False
2021-12-23 04:00:00,48366.0,48603.69,48543.98,48383.4,181.97600409,48745.58886930496,-0.0011907716422906445,0,-0.00035408834185224336,0,0.0006122623340290012,0,False,False
2021-12-23 05:00:00,48263.35,48586.48,48386.0,48396.21,221.25835488,48687.54400439263,-0.0009139554420124485,0,-0.0012240030559942383,0,-0.00035408834185224336,0,False,False
2021-12-23 06:00:00,48300.0,48527.01,48395.6,48499.98,266.04523628,48643.045758591594,-0.0002095546988097885,0,0.00017825124605863607,1,-0.0012240030559942383,0,True,False
2021-12-23 07:00:00,48050.05,48535.66,48499.11,48147.79,314.33869049,48632.85237978846,-0.003795893270683748,0,-0.0033274503736016037,0,0.00017825124605863607,0,False,False
2021-12-23 08:00:00,48084.18,48374.16,48147.79,48364.88,259.42846843,48448.24726270587,-0.0015034519690318993,0,0.0014373376199192656,1,-0.0033274503736016037,0,True,False
2021-12-23 09:00:00,48174.0,48443.69,48364.89,48394.78,221.4653218,48375.40764996261,-0.0007130798003867067,0,0.0008704952079414685,1,0.0014373376199192656,0,True,False
2021-12-23 10:00:00,48236.1,48485.86,48394.77,48451.27,170.08766747,48340.91212393195,0.0005396844500760167,1,0.0016887397686664585,1,0.0008704952079414685,0,True,True
2021-12-23 11:00:00,48250.0,48567.74,48455.73,48382.45,208.77123207,48367.00096250773,0.001195256320926985,1,0.005064266939330597,1,0.0016887397686664585,0,True,True
2021-12-23 12:00:00,48348.75,48813.7,48382.46,48641.48,341.57935711,48424.81192613245,0.003564115700125381,1,0.001518835900577109,1,0.005064266939330597,0,True,True
2021-12-23 13:00:00,48595.65,48887.84,48642.1,48625.95,458.8907237,48597.40355859399,0.0031517328299766056,1,-0.0033208667022310845,0,0.001518835900577109,0,False,True
2021-12-23 14:00:00,48474.86,48725.49,48625.98,48609.46,335.60587332,48750.56959084124,0.0022015191184328042,1,0.002786837033347478,1,-0.0033208667022310845,0,True,True
2021-12-23 15:00:00,48579.07,48861.28,48609.45,48836.56,483.48328091,48857.89490182996,0.004062594436444522,1,0.006297829283227863,1,0.002786837033347478,0,True,True
2021-12-23 16:00:00,48679.15,49169.0,48838.08,49094.48,1215.611845,49056.38471383453,0.004255548269752163,1,0.02075047285891518,1,0.006297829283227863,0,True,True
2021-12-23 17:00:00,49030.31,50189.28,49094.48,50066.34,1856.19491538,49265.14652692378,0.006137754275574947,1,0.013568236085474972,1,0.02075047285891518,0,True,True
2021-12-23 18:00:00,50066.34,50870.26,50066.35,50598.63,2255.94027388,49567.52389065624,0.005763807111518693,1,0.010370695962631071,1,0.013568236085474972,0,True,True
2021-12-23 19:00:00,50519.91,51397.82,50597.12,51147.43,2522.39372583,49853.221537357575,0.006092162816223157,1,-0.00371241426192781,0,0.010370695962631071,0,False,True
2021-12-23 20:00:00,50734.84,51207.01,51148.0,50953.4,1047.25883437,50156.9354798764,0.004659626667848249,1,-0.003807681799816165,0,-0.00371241426192781,0,False,True
2021-12-23 21:00:00,50655.0,51012.03,50959.36,50852.9,642.28636511,50390.648074015975,0.004208945009030796,1,-0.00023582672557820317,0,-0.003807681799816165,0,False,True
2021-12-23 22:00:00,50740.66,51000.0,50852.14,50774.88,494.35593341,50602.73954072893,0.003371796583687914,1,-0.0025372549019607726,0,-0.00023582672557820317,0,False,True
2021-12-23 23:00:00,50556.0,50870.6,50773.55,50842.2,701.7672642,50773.36168503761,0.0026819153984245503,1,0.0025387945099919484,1,-0.0025372549019607726,0,True,True
2021-12-24 00:00:00,50661.11,50999.75,50842.06,50905.91,846.8053079,50909.5315455705,0.002226802414542428,1,0.007357879205290185,1,0.0025387945099919484,0,True,True
2021-12-24 01:00:00,50874.89,51375.0,50904.63,51366.83,679.18535397,51022.8970133394,0.004972399749699763,1,0.002970705596107015,1,0.007357879205290185,0,True,True
2021-12-24 02:00:00,51050.04,51527.62,51366.82,51085.29,554.67505542,51276.60325367749,0.0029730636246299014,1,-0.006640904431448602,0,0.002970705596107015,0,False,True
2021-12-24 03:00:00,50895.57,51185.43,51085.29,51062.83,475.38912285,51429.05185760558,0.002058541415776327,1,-0.0010866373497302462,0,-0.006640904431448602,0,False,True
2021-12-24 04:00:00,50961.29,51129.81,51062.95,50984.91,239.96917257,51534.92069082856,0.001049086933365917,1,-0.0016659557311087259,0,-0.0010866373497302462,0,False,True
2021-12-24 05:00:00,50857.79,51044.63,50984.51,51029.0,348.16070197,51588.98530273736,-7.902007132953859e-05,0,-0.00030620263091329925,0,-0.0016659557311087259,0,False,False
2021-12-24 06:00:00,50764.18,51029.0,51029.0,50917.45,370.67826506,51584.90873743892,-0.0011247342312097341,0,0.0015028709165376686,1,-0.00030620263091329925,0,True,False
2021-12-24 07:00:00,50850.0,51105.69,50918.52,51025.64,312.83845029,51526.889424768095,3.738331421732077e-05,1,0.002123246941778678,1,0.0015028709165376686,0,True,True
2021-12-24 08:00:00,50920.89,51214.2,51027.03,51099.31,404.50168831,51528.8156706661,0.0018021135462107374,1,0.002089264305602745,1,0.002123246941778678,0,True,True
2021-12-24 09:00:00,51076.38,51321.2,51096.52,51301.1,250.62938288,51621.67644740641,0.0030007849587061486,1,-0.0003817135998378518,0,0.002089264305602745,0,False,True
2021-12-24 10:00:00,51116.06,51301.61,51301.61,51223.64,202.25303291,51776.58199763298,0.002284190312698442,1,0.003867130095916993,1,-0.0003817135998378518,0,True,True
2021-12-24 11:00:00,50882.24,51500.0,51220.18,51022.73,385.95640529,51894.849564656615,0.00044950955888656274,1,-0.0077285436893203,0,0.003867130095916993,0,False,True
2021-12-24 12:00:00,50763.7,51101.98,51022.73,51050.0,501.68101448,51918.17679559291,-0.0013336878842048483,0,0.0018791835463125572,1,-0.0077285436893203,0,True,False
2021-12-24 13:00:00,50903.14,51198.01,51049.99,51074.99,306.53167227,51848.93415223062,-0.0010196086569478346,0,0.001516855830919983,1,0.0018791835463125572,0,True,False
2021-12-24 14:00:00,50724.61,51275.67,51071.57,50790.61,518.58525329,51796.06853011549,-0.0027175319412430232,0,-0.004921242374794854,0,0.001516855830919983,0,False,False
2021-12-24 15:00:00,50445.55,51023.33,50793.71,50984.18,625.35616542,51655.311059454085,-0.002372504953597643,0,0.004605344261144673,1,-0.004921242374794854,0,True,False
2021-12-24 16:00:00,50861.54,51258.31,50986.71,50964.96,487.72921468,51532.7585780859,-0.00018514075569608934,0,-0.001792489842134759,0,0.004605344261144673,0,False,False
2021-12-24 17:00:00,50770.04,51166.43,50964.96,51160.21,557.61761593,51523.21776421965,0.0005327120409128749,1,0.01042812641022639,1,-0.001792489842134759,0,True,True
2021-12-24 18:00:00,51126.67,51700.0,51160.2,51642.09,1022.45821777,51550.66480270922,0.004575818781915597,1,0.003454545454545377,1,0.01042812641022639,0,True,True
2021-12-24 19:00:00,51118.86,51878.6,51642.08,51158.55,1008.19748297,51786.551302933694,0.001316657934538945,1,-0.011868477561075341,0,0.003454545454545377,0,False,True
2021-12-24 20:00:00,50810.0,51262.88,51158.54,51143.73,583.90587333,51854.73647660911,0.00012880140314286415,1,-0.0016526578296028882,0,-0.011868477561075341,0,False,True
2021-12-24 21:00:00,50880.07,51178.16,51151.29,50910.31,264.1506749,51861.4154394269,-0.0017051291490139953,0,-0.004011281374711406,0,-0.0016526578296028882,0,False,False
2021-12-24 22:00:00,50590.07,50972.87,50910.65,50788.34,326.13268524,51772.985028252006,-0.002723603089244686,0,-0.00105487487755751,0,-0.004011281374711406,0,False,False
2021-12-24 23:00:00,50525.0,50919.1,50784.45,50851.38,417.06637209,51631.97596628964,-0.002137399613983737,0,0.003552694372052967,1,-0.00105487487755751,0,True,False
2021-12-25 00:00:00,50637.69,51100.0,50852.31,51084.23,227.86629672,51521.617800790074,-0.0004388029340908206,0,0.0005101761252446213,1,0.003552694372052967,0,True,False
2021-12-25 01:00:00,50886.0,51126.07,51084.2,51024.56,222.31426128,51499.00996372998,0.00040914905879940733,1,0.0008921084683410907,1,0.0005101761252446213,0,True,True
2021-12-25 02:00:00,50811.09,51171.68,51024.55,50811.09,167.80583107,51520.080735185744,-0.00041897735973817074,0,-0.00387968501327296,0,0.0008921084683410907,0,False,False
2021-12-25 03:00:00,50744.08,50973.15,50811.1,50874.08,224.42797971,51498.494987785816,-0.00060663061283317,0,0.002498374144034532,1,-0.00387968501327296,0,True,False
2021-12-25 04:00:00,50837.04,51100.5,50874.08,50923.61,254.88036398,51467.25442421139,0.00014191567119392623,1,-0.0010516531149401542,0,0.002498374144034532,0,False,True
2021-12-25 05:00:00,50896.68,51046.76,50918.53,50912.36,153.70584257,51474.558434167506,-0.00014357567487011114,0,-0.0006999464804426925,0,-0.0010516531149401542,0,False,False
2021-12-25 06:00:00,50691.18,51011.03,50912.37,50999.94,174.2273755,51467.16793970168,-0.0005896613684743812,0,0.0020466161926155912,1,-0.0006999464804426925,0,True,False
2021-12-25 07:00:00,50857.86,51115.43,50998.85,50963.09,94.84443638,51436.81973902285,0.0016732724155761325,1,-0.002092127563047108,0,0.0020466161926155912,0,False,True
2021-12-25 08:00:00,50825.59,51008.49,50963.08,50917.02,91.97183546,51522.887550637126,-0.0005279849540660297,0,0.0005416745330042438,1,-0.002092127563047108,0,True,False
2021-12-25 09:00:00,50830.31,51036.12,50917.02,50840.23,71.96161051,51495.684241220355,-0.0012154649319705557,0,-0.00340092467844344,0,0.0005416745330042438,0,False,False
2021-12-25 10:00:00,50581.37,50862.55,50835.97,50670.22,180.9604961,51433.09304287732,-0.003801631819831508,0,-0.00012582931842786138,0,-0.00340092467844344,0,False,False
2021-12-25 11:00:00,50609.12,50856.15,50670.22,50714.26,137.30773036,51237.563359773165,-0.0024468589437302013,0,0.002277207378065249,1,-0.00012582931842786138,0,True,False
2021-12-25 12:00:00,50714.25,50971.96,50714.25,50841.46,135.81914742,51112.19226961136,-0.0004577001853531826,0,-0.0006246571644488164,0,0.002277207378065249,0,False,False
2021-12-25 13:00:00,50672.84,50940.12,50841.45,50888.0,175.74382417,51088.79820973575,0.00025769447524925937,1,-0.0006517456181887038,0,-0.0006246571644488164,0,False,True
2021-12-25 14:00:00,50710.07,50906.92,50892.83,50768.77,165.20592057,51101.96351078153,-8.161940852646765e-05,0,-0.0012395171422666662,0,-0.0006517456181887038,0,False,False
2021-12-25 15:00:00,50675.72,50843.82,50765.99,50691.66,168.84142685,51097.79259874523,-0.0011413032613497576,0,-0.0008618549904393369,0,-0.0012395171422666662,0,False,False
2021-12-25 16:00:00,50500.0,50800.0,50692.04,50628.93,285.8816286,51039.47452140451,-0.0028290603016024596,0,0.0014529527559055122,1,-0.0008618549904393369,0,True,False
2021-12-25 17:00:00,50191.84,50873.81,50631.06,50809.53,622.33444706,50895.08077022136,-0.0016156200543571142,0,0.005833060272073087,1,0.0014529527559055122,0,True,False
2021-12-25 18:00:00,50743.35,51170.56,50809.52,51023.83,374.86952372,50812.85365706086,0.0030018223017578283,1,-0.0017054728343797176,0,0.005833060272073087,0,False,True
2021-12-25 19:00:00,50847.22,51083.29,51028.07,50922.01,210.38053065,50965.38481438458,0.0019452947799245557,1,-0.0011193484209807147,0,-0.0017054728343797176,0,False,True
2021-12-25 20:00:00,50762.84,51026.11,50921.96,50894.52,192.83703627,51064.52751142085,0.002016807588811842,1,0.0018657114955460408,1,-0.0011193484209807147,0,True,True
2021-12-25 21:00:00,50855.38,51121.31,50888.17,50987.85,322.04597402,51167.514838024974,0.002368156059768589,1,-0.0022734159198972703,0,0.0018657114955460408,0,False,True
2021-12-25 22:00:00,50608.61,51005.09,50987.85,50633.48,286.77266112,51288.68749835194,-0.0010415534459093934,0,-0.005727075474231902,0,-0.0022734159198972703,0,False,False
2021-12-25 23:00:00,50374.22,50712.98,50633.48,50428.31,607.56535176,51235.26758915186,-0.0032893512525559165,0,-0.002268649959044078,0,-0.005727075474231902,0,False,False
2021-12-26 00:00:00,50300.0,50597.93,50428.31,50413.94,250.53986254,51066.736797532445,-0.0031741906383624396,0,0.0020172762008248135,1,-0.002268649959044078,0,True,False
2021-12-26 01:00:00,50355.23,50700.0,50413.93,50560.78,188.6444664,50904.641239658,-0.0023300345716997795,0,-0.002071203155818546,0,0.0020172762008248135,0,False,False
2021-12-26 02:00:00,49855.0,50594.99,50560.78,50065.15,647.81655004,50786.03166570962,-0.004222388219437212,0,-0.01045834775340404,0,-0.002071203155818546,0,False,False
2021-12-26 03:00:00,49650.0,50065.85,50065.85,49699.02,554.51047969,50571.59332389236,-0.005054163600747175,0,-0.0029143617855283965,0,-0.01045834775340404,0,False,False
2021-12-26 04:00:00,49654.0,49919.94,49699.02,49902.05,283.12347869,50315.99621768296,-0.003564066608453098,0,0.001603767953246793,1,-0.0029143617855283965,0,True,False
2021-12-26 05:00:00,49830.39,50000.0,49901.22,49896.02,191.49309815,50136.66665569246,-0.0033738947967844046,0,0.0,0,0.001603767953246793,0,False,False
2021-12-26 06:00:00,49840.0,50000.0,49896.02,49937.13,134.81525456,49967.51081693471,-0.002018051440928037,0,0.0,0,0.0,0,False,False
2021-12-26 07:00:00,49739.54,50000.0,49935.59,49958.95,233.24502313,49866.67380973101,-0.001397463554897227,0,0.0025999999999999357,1,0.0,0,True,False
2021-12-26 08:00:00,49858.6,50130.0,49958.95,49911.74,133.51724002,49796.98695047796,0.0003506639618562346,1,0.0011394374625972592,1,0.0025999999999999357,0,True,True
2021-12-26 09:00:00,49872.28,50187.12,49911.74,50043.22,151.1795296,49814.44895921052,0.0014362554982856324,1,-0.0010357239068510271,0,0.0011394374625972592,0,False,True
2021-12-26 10:00:00,49967.32,50135.14,50040.93,50107.81,152.33590352,49885.995235422255,0.002287148015167162,1,0.0003334986199301504,1,-0.0010357239068510271,0,True,True
2021-12-26 11:00:00,49460.0,50151.86,50115.36,49781.99,394.85250306,50000.09189040959,-0.001806107732518214,0,-0.003319717354451024,0,0.0003334986199301504,0,False,False
2021-12-26 12:00:00,49685.98,49985.37,49781.98,49910.52,195.59203228,49909.7863378197,-0.00034246758528633237,0,0.00043592755240196013,1,-0.003319717354451024,0,True,False
2021-12-26 13:00:00,49800.15,50007.16,49905.02,49872.0,128.7404561,49892.69385381043,-0.0008303035364414235,0,-0.0004205397787038212,0,0.00043592755240196013,0,False,False
2021-12-26 14:00:00,49760.58,49986.13,49872.0,49931.66,196.57669174,49851.26777366102,-0.00023562427573764477,0,0.006212323298483202,1,-0.0004205397787038212,0,True,False
2021-12-26 15:00:00,49927.07,50296.66,49933.28,50087.1,277.49616307,49839.52160479725,0.0029127121605929673,1,0.002054609590378398,1,0.006212323298483202,0,True,True
2021-12-26 16:00:00,50060.47,50400.0,50084.66,50275.21,375.69484393,49984.68978545368,0.003708333327286928,1,0.00018492063492070443,1,0.002054609590378398,0,True,True
2021-12-26 17:00:00,50194.72,50409.32,50275.21,50283.17,252.29655881,50170.04967643917,0.0037146914820949117,1,0.00044019637638448295,1,0.00018492063492070443,0,True,True
2021-12-26 18:00:00,50184.8,50431.51,50284.73,50378.07,262.59536379,50356.415932628515,0.0037110921728316093,1,0.0009450440805758298,1,0.00044019637638448295,0,True,True
2021-12-26 19:00:00,50241.66,50479.17,50384.72,50377.29,205.0270455,50543.29323364794,0.0038677806580527108,1,-0.0014130580990139308,0,0.0009450440805758298,0,False,True
2021-12-26 20:00:00,50295.08,50407.84,50376.47,50298.57,189.71416794,50738.78360561133,0.0024254331194619727,1,0.01291128522864704,1,-0.0014130580990139308,0,True,True
2021-12-26 21:00:00,49955.0,51058.67,50298.56,50802.73,694.12762255,50861.8471318096,0.005560940915770418,1,0.004635060020169002,1,0.01291128522864704,0,True,True
2021-12-26 22:00:00,50802.73,51295.33,50802.73,50999.91,399.3463144,51144.68685857654,0.005177926529919441,1,-0.0042350833886828365,0,0.004635060020169002,0,False,True
2021-12-26 23:00:00,50662.96,51078.09,50999.91,50801.79,370.1140883,51409.51028952599,0.0034363357000859462,1,-0.0016664679513269665,0,-0.0042350833886828365,0,False,True
2021-12-27 00:00:00,50597.52,50992.97,50804.33,50651.26,366.32065726,51586.17062505782,0.0016153894581933947,1,-0.003069834920382153,0,-0.0016664679513269665,0,False,True
2021-12-27 01:00:00,50480.0,50836.43,50651.26,50810.53,352.94334367,51669.502381274106,0.0010295403138416148,1,0.002388641373912481,1,-0.003069834920382153,0,True,True
2021-12-27 02:00:00,50703.15,50957.86,50810.53,50848.38,261.04640131,51722.69821697176,0.0010549307224412274,1,0.0037705665033813673,1,0.002388641373912481,0,True,True
2021-12-27 03:00:00,50821.6,51150.0,50848.38,51032.84,381.20566048,51777.262080368404,0.0023990326570413334,1,-0.0007085043988269701,0,0.0037705665033813673,0,False,True
2021-12-27 04:00:00,50895.49,51113.76,51032.83,51025.65,283.51605008,51901.4774229914,0.002528035830225983,1,-0.0012794989059697892,0,-0.0007085043988269701,0,False,True
2021-12-27 05:00:00,50864.01,51048.36,51025.65,50882.33,214.80676096,52032.68621755839,0.0006897037808901718,1,-0.0010031664092636783,0,-0.0012794989059697892,0,False,True
2021-12-27 06:00:00,50760.58,50997.15,50882.34,50961.95,194.22203505,52068.573357972506,0.00027730704099826475,1,0.0001647150870196512,1,-0.0010031664092636783,0,True,True
2021-12-27 07:00:00,50680.32,51005.55,50964.5,50719.11,298.325711,52083.01233997941,-0.002575002517036795,0,-0.0027040194645485682,0,0.0001647150870196512,0,False,False
2021-12-27 08:00:00,50549.66,50867.63,50719.11,50549.99,351.01309677,51948.898452109104,-0.0037622202667998428,0,-0.0012182600211567696,0,-0.0027040194645485682,0,False,False
2021-12-27 09:00:00,50526.94,50805.66,50550.0,50783.87,250.29187151,51753.45525351465,-0.002095922488865476,0,0.002387135606544577,1,-0.0012182600211567696,0,True,False
2021-12-27 10:00:00,50724.91,50926.94,50783.87,50826.35,219.72899214,51644.98402277232,-0.0008450622904621063,0,-0.00038702502054899224,0,0.002387135606544577,0,False,False
2021-12-27 11:00:00,50703.22,50907.23,50828.24,50787.86,170.72128093,51601.340794283155,-0.000505165506304861,0,0.0064682364371426715,1,-0.00038702502054899224,0,True,False
2021-12-27 12:00:00,50607.0,51236.51,50792.46,51150.0,351.81903211,51575.2735768348,0.0026996682684765627,1,0.0037525975129844014,1,0.0064682364371426715,0,True,True
2021-12-27 13:00:00,51019.16,51428.78,51150.0,51335.8,423.82894782,51714.50970634818,0.002898098136447924,1,0.00561903276725606,1,0.0037525975129844014,0,True,True
2021-12-27 14:00:00,51247.13,51717.76,51331.21,51529.84,838.98173776,51864.38343055546,0.0031036956115326753,1,-0.0006624416834758451,0,0.00561903276725606,0,False,True
2021-12-27 15:00:00,51395.85,51683.5,51529.84,51469.23,521.7398963,52025.354689803724,0.002424919805535497,1,-0.002891251559975605,0,-0.0006624416834758451,0,False,True
2021-12-27 16:00:00,51241.69,51534.07,51474.24,51492.41,659.35604869,52151.51200278103,0.0017362733732031455,1,0.010981667079662083,1,-0.002891251559975605,0,True,True
2021-12-27 17:00:00,51476.4,52100.0,51492.39,51886.65,869.81345058,52242.06128444374,0.0033564399856889082,1,-0.0023547024952015327,0,0.010981667079662083,0,False,True
2021-12-27 18:00:00,51646.68,51977.32,51885.52,51714.12,910.23649957,52417.408627873665,0.0016925925172397438,1,-0.004773043319663217,0,-0.0023547024952015327,0,False,True
2021-12-27 19:00:00,51212.01,51729.23,51714.17,51218.06,1198.0588795,52506.1299414903,-0.0017832446459843387,0,-0.006703946685462037,0,-0.004773043319663217,0,False,False
2021-12-27 20:00:00,50920.74,51382.44,51218.05,51258.94,865.26396009,52412.49866639078,-0.0026335183592396394,0,-0.0010404332686420048,0,-0.006703946685462037,0,False,False
2021-12-27 21:00:00,50960.0,51328.98,51252.57,50991.45,465.18650014,52274.46938889921,-0.0033780475713801605,0,-0.001672739259576228,0,-0.0010404332686420048,0,False,False
2021-12-27 22:00:00,50751.01,51243.12,50991.46,51039.92,419.70271339,52097.883744534854,-0.0032337556307348025,0,-0.0031955509344473443,0,-0.001672739259576228,0,False,False
2021-12-27 23:00:00,50645.73,51079.37,51038.07,50717.77,728.7851548,51929.4119196266,-0.00366173834859429,0,-0.00702866930426127,0,-0.0031955509344473443,0,False,False
2021-12-28 00:00:00,50000.0,50720.35,50720.35,50369.39,1057.69613761,51739.26000058055,-0.005603551236168958,0,-0.006919510610632562,0,-0.00702866930426127,0,False,False
2021-12-28 01:00:00,49650.0,50369.39,50369.39,49838.69,1440.21825225,51449.33640624583,-0.006245700127039067,0,-0.007644325253889361,0,-0.006919510610632562,0,False,False
2021-12-28 02:00:00,49608.59,49984.35,49838.11,49794.92,1347.79786063,51127.999279317264,-0.006313863839227607,0,-0.0026878412943250884,0,-0.007644325253889361,0,False,False
2021-12-28 03:00:00,49515.24,49850.0,49794.91,49843.51,1278.44380686,50805.184053495526,-0.005230169517333905,0,-0.00020581745235714877,0,-0.0026878412943250884,0,False,False
2021-12-28 04:00:00,48700.0,49839.74,49839.74,49077.57,1693.95509508,50539.46432853639,-0.006485784712695786,0,-0.0119707687078624,0,-0.00020581745235714877,0,False,False
2021-12-28 05:00:00,48985.0,49243.12,49077.56,49221.75,351.40297612,50211.67624340654,-0.0051491099503280235,0,0.0021513665259227377,1,-0.0119707687078624,0,True,False
2021-12-28 06:00:00,49111.69,49349.06,49217.17,49223.51,543.45143027,49953.13080163897,-0.004623865111854197,0,0.0006117644388770049,1,0.0021513665259227377,0,True,False
2021-12-28 07:00:00,49063.14,49379.25,49223.51,49241.77,302.31678774,49722.15426289738,-0.0038003339614258724,0,0.0015042755813423625,1,0.0006117644388770049,0,True,False
2021-12-28 08:00:00,49126.19,49453.53,49241.61,49392.97,284.17570537,49533.19347141683,-0.002050587059257758,0,0.00029037360932582246,1,0.0015042755813423625,0,True,False
2021-12-28 09:00:00,49034.46,49467.89,49391.97,49045.49,415.51289859,49431.62134588063,-0.0029808048743618087,0,-0.0056527577788338945,0,0.00029037360932582246,0,False,False
2021-12-28 10:00:00,48806.36,49188.26,49046.96,49051.86,511.47026612,49284.27532802522,-0.0040902214234036505,0,0.0014139552811991418,1,-0.0056527577788338945,0,True,False
2021-12-28 11:00:00,48924.21,49257.81,49053.34,49218.13,228.62714623,49082.69172924161,-0.001637233638630442,0,0.002589640099712298,1,0.0014139552811991418,0,True,False
2021-12-28 12:00:00,49106.21,49385.37,49218.13,49122.27,592.47037051,49002.33189526797,-0.0010023863865130656,0,-0.0016247726806543072,0,0.002589640099712298,0,False,False
2021-12-28 13:00:00,49000.64,49305.13,49122.27,49035.73,744.27414142,48953.21262486876,-0.0014051505599113057,0,-0.002784091635089414,0,-0.0016247726806543072,0,False,False
2021-12-28 14:00:00,48345.32,49167.86,49035.73,49091.56,999.33338773,48884.425990739466,-0.0021571322038985707,0,0.0014822691083158368,1,-0.002784091635089414,0,True,False
